p0_hero,p1_hero,p2_hero,p3_hero,p4_hero,p5_hero,p6_hero,p7_hero,p8_hero,p9_hero,radiant_win
87,1,65,39,86,73,55,12,78,79,TRUE
23,39,51,25,79,88,62,44,55,58,FALSE
86,65,55,10,39,33,48,53,38,20,FALSE
3,47,88,49,73,76,26,64,54,21,TRUE
74,29,90,54,63,83,50,23,36,55,FALSE
92,5,72,17,54,79,8,64,55,39,TRUE
39,67,79,52,83,57,63,17,41,5,TRUE
5,88,18,3,15,13,73,92,86,21,FALSE
27,89,39,50,55,65,54,101,21,20,FALSE
87,88,55,8,92,52,91,81,51,49,TRUE
49,17,79,51,16,73,20,92,72,55,FALSE
25,54,46,83,71,3,8,88,13,92,FALSE
5,92,51,49,54,66,72,13,86,65,FALSE
25,76,90,49,80,16,41,37,53,3,FALSE
25,79,51,13,63,92,80,8,65,87,FALSE
88,89,39,86,63,52,93,83,98,21,TRUE
49,72,21,92,7,91,20,53,39,81,TRUE
64,92,21,13,67,68,74,16,72,51,TRUE
86,41,66,55,39,51,81,72,91,90,TRUE
85,49,45,53,90,66,67,68,88,62,FALSE
67,53,39,68,92,73,86,72,33,51,TRUE
65,92,73,86,53,90,62,88,39,72,TRUE
58,76,65,3,8,64,85,54,72,88,FALSE
50,65,89,93,64,25,79,54,72,13,FALSE
86,55,92,1,13,72,39,64,7,52,TRUE
97,66,44,91,55,50,76,45,89,72,FALSE
65,79,10,88,54,73,52,53,86,38,TRUE
65,92,48,52,80,3,85,73,55,39,TRUE
83,76,31,3,72,68,53,93,84,48,TRUE
11,21,88,92,49,97,65,64,79,44,TRUE
58,16,49,54,65,10,52,21,13,7,TRUE
91,49,8,33,90,25,89,53,46,88,TRUE
72,93,92,8,5,83,47,55,21,48,TRUE
90,13,81,53,91,89,72,5,33,83,TRUE
86,73,55,3,39,16,41,46,21,90,TRUE
72,23,58,53,79,83,39,80,31,63,FALSE
79,80,77,53,66,86,81,62,52,39,TRUE
97,66,48,31,53,90,13,92,88,1,FALSE
58,64,55,10,69,88,72,13,92,62,TRUE
25,38,3,65,1,49,90,54,87,53,FALSE
33,72,11,86,51,83,64,48,55,39,TRUE
58,64,55,89,63,77,72,68,86,51,TRUE
17,90,72,86,80,25,38,53,92,67,TRUE
23,75,8,30,73,72,55,79,49,64,FALSE
86,80,46,61,90,66,76,13,3,54,FALSE
72,79,51,23,68,46,64,86,81,49,TRUE
51,90,46,88,72,86,53,66,1,39,TRUE
83,47,9,79,65,20,63,37,72,3,TRUE
86,58,63,55,39,53,72,7,90,88,FALSE
58,81,39,54,31,16,79,13,41,55,FALSE
58,64,65,89,63,13,90,12,86,54,FALSE
66,20,39,72,65,92,13,80,8,88,TRUE
51,66,54,21,53,52,86,80,8,46,TRUE
55,73,66,63,86,39,16,51,79,72,TRUE
49,63,21,84,92,55,23,66,72,16,TRUE
65,90,1,79,53,72,13,55,31,54,TRUE
83,65,31,3,63,46,90,72,87,54,TRUE
85,37,65,79,72,13,66,73,91,53,FALSE
23,27,99,8,50,76,81,51,91,55,FALSE
88,35,65,3,98,90,85,55,16,75,TRUE
91,17,54,90,63,67,49,51,79,64,TRUE
72,93,20,51,85,5,88,53,67,34,FALSE
72,46,88,55,25,66,27,39,53,54,FALSE
52,16,21,65,72,48,86,39,20,51,TRUE
68,81,49,55,79,90,73,16,51,76,FALSE
79,76,52,55,8,13,51,73,7,92,TRUE
89,13,55,26,72,73,79,63,51,45,TRUE
8,86,72,92,17,63,39,88,55,79,FALSE
13,64,73,87,54,65,3,12,49,90,TRUE
12,88,62,90,97,93,80,61,86,65,TRUE
11,13,88,79,53,72,25,55,3,49,TRUE
64,79,41,37,55,88,17,53,75,54,TRUE
72,39,53,52,55,1,88,80,90,97,TRUE
36,79,53,66,49,69,25,80,3,72,FALSE
90,39,81,61,91,54,65,7,21,64,TRUE
23,13,88,79,65,7,39,63,90,72,TRUE
81,13,5,91,63,85,65,55,89,72,FALSE
72,90,89,53,27,92,79,54,37,73,TRUE
21,79,46,53,48,33,13,25,51,72,FALSE
39,7,92,21,1,83,72,49,51,58,TRUE
90,10,46,65,86,73,7,92,21,76,TRUE
93,66,16,55,72,79,10,23,51,86,TRUE
1,25,79,55,13,21,80,88,74,90,FALSE
58,53,72,64,55,86,79,51,13,11,TRUE
89,47,39,25,101,64,79,54,80,76,FALSE
64,12,51,55,90,25,89,45,69,53,TRUE
34,80,64,79,74,73,92,55,16,17,TRUE
9,54,79,25,39,88,55,72,3,1,FALSE
87,79,65,101,63,58,55,72,99,20,FALSE
86,7,21,80,47,63,65,46,79,51,TRUE
86,80,39,53,52,73,55,17,64,79,FALSE
40,72,92,53,88,63,23,31,80,33,TRUE
66,67,13,40,55,88,89,68,53,87,TRUE
1,49,55,64,3,86,54,34,25,56,TRUE
83,41,39,55,40,58,1,13,86,31,FALSE
30,31,72,51,13,86,66,49,65,76,FALSE
52,80,9,88,79,66,67,13,25,63,FALSE
64,79,54,80,39,3,21,90,12,53,TRUE
66,49,11,86,55,87,80,88,13,1,TRUE
69,67,92,55,86,83,63,13,88,62,FALSE
66,54,51,68,55,89,72,5,21,83,FALSE
18,1,65,9,86,75,64,11,55,89,TRUE
31,72,92,8,5,83,39,11,86,33,FALSE
18,74,51,5,83,97,31,86,72,90,TRUE
20,73,53,66,44,80,52,79,49,55,TRUE
38,67,55,86,92,25,88,39,21,1,TRUE
52,79,16,46,34,88,1,55,64,86,FALSE
88,38,76,92,8,46,79,1,55,64,TRUE
93,97,72,90,86,83,46,63,88,15,FALSE
12,33,88,86,13,73,65,23,90,79,TRUE
10,55,49,88,3,72,53,66,79,74,FALSE
66,67,13,30,55,86,7,21,80,72,TRUE
64,83,54,39,63,88,72,14,86,31,FALSE
9,76,54,79,92,31,41,49,51,3,FALSE
72,16,39,55,64,86,44,66,53,76,TRUE
22,80,13,54,90,10,53,89,92,86,TRUE
86,65,51,66,67,3,92,72,55,22,TRUE
73,92,17,54,7,55,25,49,79,63,TRUE
88,58,101,54,1,66,86,76,85,55,FALSE
66,20,11,65,21,13,79,92,51,73,FALSE
54,16,86,55,72,88,79,15,97,53,FALSE
55,64,86,10,69,18,1,38,45,87,FALSE
64,83,55,1,23,49,90,88,67,63,TRUE
13,21,10,83,53,87,64,33,47,72,TRUE
17,54,31,53,83,33,72,3,55,76,TRUE
86,52,8,80,55,45,64,83,9,21,FALSE
25,8,79,53,80,33,54,17,92,3,FALSE
64,53,63,3,23,73,78,92,55,79,FALSE
15,33,83,73,86,75,72,65,51,56,TRUE
8,52,13,51,79,69,88,12,90,62,FALSE
72,86,26,62,13,76,75,8,55,92,TRUE
34,9,79,67,88,72,73,3,51,92,FALSE
73,92,55,54,60,63,88,13,77,53,FALSE
97,12,75,26,53,7,55,34,37,72,FALSE
15,97,83,73,87,72,26,65,86,55,TRUE
97,52,12,51,3,23,83,75,25,54,FALSE
54,20,91,53,48,38,93,72,79,64,TRUE
49,92,21,84,63,65,7,40,42,70,FALSE
72,68,89,46,7,21,73,49,90,86,TRUE
12,92,3,65,39,13,90,54,86,80,FALSE
8,79,101,51,63,20,17,25,55,49,FALSE
21,49,79,66,72,77,63,55,51,64,TRUE
83,76,31,21,72,90,54,55,92,1,TRUE
15,83,53,73,86,89,54,64,55,79,FALSE
13,11,33,5,53,83,76,39,51,3,FALSE
54,16,91,53,15,86,25,55,73,49,TRUE
86,92,41,61,13,46,20,91,53,49,FALSE
86,12,38,53,90,64,83,48,80,23,TRUE
23,90,54,86,53,3,76,65,89,21,TRUE
91,9,49,33,3,64,89,37,52,65,FALSE
58,80,39,52,72,68,54,76,62,83,FALSE
39,66,73,83,55,86,72,53,52,21,FALSE
86,72,53,25,21,76,58,81,91,51,FALSE
49,66,9,83,65,86,73,53,39,52,TRUE
55,7,66,72,34,92,16,48,53,38,TRUE
92,5,1,54,93,55,16,83,72,33,TRUE
72,23,79,25,55,64,73,86,51,63,FALSE
92,91,69,93,81,73,55,64,86,39,FALSE
12,55,46,86,64,75,97,92,51,67,TRUE
49,92,23,58,8,63,73,39,16,86,FALSE
55,7,75,76,72,58,18,1,39,65,FALSE
69,73,72,88,23,12,79,55,97,52,TRUE
54,86,72,23,64,5,55,73,53,13,FALSE
86,13,21,67,92,53,88,76,79,17,TRUE
93,92,91,19,34,68,73,53,81,58,FALSE
66,13,63,31,83,86,72,8,62,87,TRUE
45,39,12,55,90,66,1,21,51,83,FALSE
90,89,52,13,65,72,80,79,64,33,TRUE
34,80,66,79,49,90,89,52,62,17,FALSE
3,92,63,17,54,72,65,61,79,88,TRUE
86,66,49,55,13,100,67,53,51,20,TRUE
41,39,25,90,16,58,52,89,76,54,TRUE
92,81,13,54,91,79,7,72,65,76,TRUE
79,83,63,55,11,1,39,21,86,65,FALSE
86,66,1,65,49,90,11,21,89,20,TRUE
19,64,55,58,21,1,53,39,86,92,FALSE
1,90,53,92,13,66,23,72,55,86,TRUE
76,53,79,63,75,31,21,55,64,41,FALSE
76,88,80,21,63,64,8,55,86,67,FALSE
48,21,86,54,52,49,1,79,55,64,FALSE
49,25,72,79,55,67,51,88,39,5,FALSE
67,64,55,16,17,11,73,79,66,51,FALSE
51,92,58,49,67,83,72,46,86,21,FALSE
66,89,17,64,55,97,69,79,49,72,FALSE
73,63,58,7,55,21,8,23,16,64,TRUE
79,72,38,54,25,58,88,53,55,49,TRUE
75,68,69,29,93,9,51,55,79,14,FALSE
92,16,67,13,55,20,39,54,73,58,TRUE
55,64,73,83,93,66,67,49,86,53,TRUE
5,8,13,91,63,53,16,58,73,17,TRUE
72,86,51,25,23,65,92,80,20,63,FALSE
40,1,26,86,53,23,91,73,3,62,FALSE
86,39,48,54,83,33,64,72,80,93,TRUE
13,16,63,79,72,73,66,5,51,55,TRUE
49,88,27,72,53,25,65,69,86,11,FALSE
90,21,89,53,76,64,17,13,54,31,TRUE
20,53,69,63,79,17,55,54,90,51,TRUE
39,83,15,31,63,58,13,80,3,54,TRUE
16,72,49,65,86,90,20,54,89,13,FALSE
92,37,55,67,64,39,86,72,53,83,FALSE
87,54,53,76,7,13,12,92,55,86,TRUE
48,9,66,51,83,81,21,53,90,52,TRUE
41,55,13,25,86,72,23,66,21,83,FALSE
83,54,13,73,92,90,21,12,53,38,TRUE
81,93,92,54,91,73,63,65,79,25,FALSE
25,79,54,65,76,58,80,88,8,39,FALSE
13,9,66,54,83,64,52,63,53,39,TRUE
18,13,62,91,3,54,22,90,51,31,TRUE
91,27,38,81,72,9,80,75,65,83,TRUE
92,46,8,64,53,52,16,9,55,39,FALSE
21,92,5,49,63,16,72,46,55,58,TRUE
72,46,29,52,89,7,79,76,51,73,TRUE
92,72,13,53,7,51,79,66,73,1,TRUE
69,17,50,55,23,75,54,63,83,86,FALSE
5,73,38,86,55,16,79,1,39,50,FALSE
75,88,73,21,53,58,67,49,5,38,TRUE
67,13,86,92,72,73,63,83,90,39,FALSE
80,86,92,67,74,51,69,83,49,63,FALSE
39,64,68,74,89,79,86,54,55,23,TRUE
54,88,58,17,63,69,20,91,81,93,TRUE
75,54,78,53,86,88,25,13,21,47,TRUE
92,79,25,89,63,64,54,65,10,86,FALSE
50,72,31,76,88,73,8,55,79,64,FALSE
73,55,92,1,3,51,90,72,86,80,FALSE
52,54,13,79,53,83,39,63,3,72,FALSE
44,13,65,21,83,92,42,63,39,86,TRUE
23,58,63,83,55,57,72,20,65,52,TRUE
16,53,69,44,86,88,51,54,66,72,FALSE
14,90,72,92,65,5,53,26,83,100,TRUE
58,64,55,10,69,83,63,23,51,5,FALSE
20,53,69,63,79,51,92,72,64,54,FALSE
40,89,65,49,3,52,64,80,54,88,FALSE
66,64,54,1,65,79,72,53,97,52,TRUE
52,86,54,47,55,89,73,88,51,64,FALSE
54,55,65,79,25,88,13,92,53,73,FALSE
73,8,90,21,53,39,1,20,55,64,FALSE
83,13,34,72,63,44,8,53,21,66,TRUE
79,54,86,65,34,13,9,31,63,83,FALSE
90,53,13,86,48,45,64,89,55,60,FALSE
25,51,13,86,72,73,39,90,52,79,FALSE
97,73,53,64,79,51,50,7,63,49,TRUE
53,46,71,54,64,20,23,38,48,6,TRUE
79,73,62,52,88,92,14,63,100,7,FALSE
21,92,63,93,16,13,86,67,88,65,TRUE
49,67,55,86,75,51,23,1,79,26,FALSE
23,63,88,89,5,67,64,55,46,79,TRUE
11,16,79,97,92,72,64,7,76,55,FALSE
53,92,97,67,86,65,36,49,52,88,TRUE
64,89,10,55,13,86,54,53,88,75,FALSE
86,1,53,52,65,83,58,49,63,23,FALSE
83,5,9,80,54,52,76,63,3,65,FALSE
39,66,81,91,62,83,63,29,23,20,FALSE
52,11,65,88,20,51,90,73,86,53,FALSE
13,92,23,91,54,87,89,53,72,76,FALSE
33,83,54,49,47,46,90,73,88,53,TRUE
51,90,89,86,72,33,91,10,62,83,FALSE
63,76,65,31,92,13,64,80,54,52,FALSE
63,5,53,49,92,73,62,60,86,90,FALSE
16,13,55,25,11,72,52,64,53,89,FALSE
17,34,53,92,91,86,72,14,55,7,TRUE
71,54,7,63,5,11,20,38,100,53,FALSE
58,55,67,21,64,73,86,54,53,16,TRUE
58,16,76,13,21,98,86,66,73,72,FALSE
21,18,79,49,63,86,64,1,54,55,FALSE
7,90,48,73,55,51,86,53,49,63,FALSE
25,89,92,76,65,81,91,68,62,63,FALSE
65,86,90,81,63,3,1,53,13,75,FALSE
3,54,53,39,86,49,91,33,51,63,FALSE
64,63,55,76,20,86,80,13,92,72,FALSE
13,31,54,86,63,97,12,55,79,90,TRUE
13,67,69,88,92,76,25,79,72,55,FALSE
65,54,9,79,91,86,72,80,13,52,TRUE
38,64,89,86,80,39,53,88,92,41,TRUE
38,65,3,66,44,51,88,54,87,53,FALSE
73,39,65,86,75,93,72,78,88,79,FALSE
13,72,54,21,52,63,87,55,7,89,FALSE
51,73,72,90,3,16,79,21,80,8,FALSE
58,16,76,79,53,38,1,97,86,52,FALSE
38,86,16,73,80,7,5,63,76,55,TRUE
55,21,73,52,3,66,86,1,53,49,TRUE
34,38,80,79,25,13,3,31,55,63,FALSE
52,16,21,80,65,49,63,54,79,64,TRUE
13,83,33,54,72,65,73,20,80,58,TRUE
55,73,3,52,62,101,84,1,93,21,TRUE
79,52,18,1,55,69,49,72,64,89,FALSE
13,64,73,91,55,86,72,53,65,52,TRUE
38,10,54,25,86,21,34,13,92,72,FALSE
83,53,13,92,19,62,73,97,79,64,TRUE
78,75,51,54,91,65,87,52,55,89,FALSE
30,63,55,20,13,49,88,72,87,65,FALSE
66,13,81,51,91,73,8,65,79,90,FALSE
39,83,33,61,10,13,7,72,87,63,TRUE
93,63,31,81,91,83,72,39,20,23,TRUE
97,84,21,52,80,27,72,29,53,37,TRUE
83,76,80,26,47,23,55,51,72,31,TRUE
66,72,91,38,39,65,25,89,50,53,FALSE
39,90,86,73,65,87,12,53,88,63,FALSE
39,54,90,91,62,1,38,53,79,64,TRUE
86,93,73,54,66,64,87,72,55,63,TRUE
13,64,51,73,3,97,63,88,55,90,FALSE
76,51,73,16,92,12,49,90,63,79,TRUE
39,86,92,54,48,73,64,15,89,55,FALSE
63,49,86,69,83,88,55,93,1,92,FALSE
73,39,8,5,83,97,52,79,18,53,TRUE
91,83,15,98,13,76,66,92,51,73,TRUE
97,1,3,55,25,21,52,16,51,73,FALSE
23,79,25,72,63,65,1,21,52,26,FALSE
49,72,21,92,16,51,79,73,64,53,TRUE
66,72,13,91,55,75,7,83,64,23,TRUE
73,51,31,86,64,88,54,17,79,53,FALSE
23,92,73,91,51,65,76,53,63,84,TRUE
39,86,66,80,55,77,74,25,53,92,TRUE
62,86,88,23,73,91,25,53,55,49,TRUE
65,63,7,9,31,90,20,54,89,13,FALSE
73,51,76,75,3,54,5,49,83,12,TRUE
53,32,91,66,97,51,86,33,73,67,FALSE
89,76,45,3,65,67,55,92,23,90,TRUE
25,65,13,54,86,63,76,55,88,83,TRUE
51,92,67,16,55,90,86,73,53,23,TRUE
83,63,72,1,86,33,65,52,55,81,TRUE
5,93,56,3,65,20,90,54,89,63,FALSE
46,66,48,79,65,88,53,13,92,73,TRUE
25,80,13,79,1,76,58,72,21,53,FALSE
97,73,21,88,86,91,90,13,89,54,TRUE
55,86,76,8,63,53,73,64,97,79,FALSE
61,64,79,73,23,91,53,86,76,81,FALSE
21,54,16,49,92,53,3,37,72,88,FALSE
80,16,90,54,13,49,79,55,52,10,FALSE
69,92,46,73,86,63,39,72,88,79,TRUE
51,69,79,17,54,73,48,13,3,55,FALSE
16,76,21,63,92,39,101,72,79,23,TRUE
54,86,83,39,51,72,20,38,63,88,FALSE
86,66,10,55,13,50,34,89,31,63,TRUE
79,54,97,86,53,21,16,66,63,73,FALSE
16,49,69,92,72,21,25,54,53,89,TRUE
72,90,46,20,63,73,34,86,64,21,TRUE
101,65,69,58,49,64,92,54,89,23,FALSE
66,72,39,91,21,51,86,88,49,10,TRUE
91,87,81,38,72,79,63,13,1,55,FALSE
90,65,38,79,54,13,92,72,16,80,TRUE
83,39,1,31,63,72,86,55,79,13,FALSE
54,40,73,21,65,88,80,38,79,1,FALSE
11,5,13,55,86,83,21,46,72,63,TRUE
50,66,89,57,63,88,3,23,72,55,FALSE
21,72,63,88,65,1,31,66,51,93,FALSE
97,92,8,86,80,48,34,55,3,66,TRUE
53,23,1,3,55,50,49,72,92,89,FALSE
34,26,61,31,38,88,65,73,79,89,TRUE
18,17,90,91,3,97,92,9,64,80,FALSE
88,92,1,13,55,79,83,49,11,63,FALSE
16,58,55,63,49,97,88,92,73,62,FALSE
60,66,16,80,55,5,25,53,17,54,TRUE
46,25,63,54,7,72,92,17,86,61,FALSE
49,11,54,90,7,86,1,85,39,53,TRUE
16,21,53,73,92,97,72,63,79,25,TRUE
39,20,91,53,44,72,49,52,73,5,FALSE
5,8,76,73,88,21,16,80,1,49,TRUE
64,93,89,92,55,8,66,76,86,34,FALSE
67,73,51,92,64,9,72,91,89,53,FALSE
86,92,67,23,63,88,76,8,80,79,FALSE
8,1,37,86,92,90,64,12,74,53,TRUE
9,20,91,53,16,63,72,89,7,92,TRUE
21,86,48,92,73,62,79,97,88,1,TRUE
58,73,55,39,64,89,90,52,13,11,TRUE
83,39,55,25,10,86,92,11,73,36,TRUE
80,92,8,86,46,31,73,21,39,83,FALSE
13,11,65,25,53,64,92,89,80,76,FALSE
90,79,54,23,55,1,63,3,53,88,FALSE
80,39,3,53,16,86,92,67,55,49,TRUE
1,16,66,65,86,51,92,89,64,55,TRUE
86,91,19,47,62,3,63,89,83,11,TRUE
97,90,99,83,80,47,40,66,55,16,TRUE
79,7,49,72,51,90,86,54,89,65,FALSE
89,13,66,47,83,76,58,69,86,65,FALSE
86,49,53,66,44,1,73,55,92,64,FALSE
41,13,64,88,55,53,39,79,51,54,TRUE
7,46,62,92,72,73,8,80,86,64,TRUE
48,55,31,3,63,86,78,83,54,72,FALSE
64,89,38,66,72,1,22,86,92,54,TRUE
65,89,80,72,64,51,92,49,48,86,TRUE
55,21,25,40,1,88,80,72,89,52,FALSE
64,63,83,67,97,53,76,66,34,86,FALSE
21,80,73,79,88,63,86,13,84,76,TRUE
72,79,92,16,46,83,10,51,54,86,TRUE
92,80,63,21,16,83,54,76,86,55,FALSE
49,87,53,92,89,21,5,48,73,7,TRUE
13,64,49,23,79,72,20,73,88,21,FALSE
66,54,17,25,73,92,72,21,13,86,TRUE
86,8,76,88,11,5,83,21,73,15,FALSE
65,39,79,73,25,63,85,37,89,13,TRUE
51,7,21,92,48,79,39,55,49,64,TRUE
91,81,13,80,88,5,83,53,73,89,FALSE
92,64,65,1,16,86,66,49,89,53,TRUE
3,53,47,65,89,52,64,80,54,88,TRUE
16,64,65,12,46,40,87,54,89,13,FALSE
86,50,72,89,51,73,34,62,79,64,TRUE
1,14,65,83,90,33,87,54,89,62,TRUE
40,58,72,47,53,80,76,69,83,66,FALSE
66,92,55,1,13,72,64,53,39,79,TRUE
64,51,83,80,47,33,86,72,53,39,FALSE
91,9,39,92,14,33,38,40,52,80,TRUE
91,90,38,54,55,76,86,88,80,63,FALSE
17,66,27,54,55,92,1,86,97,34,TRUE
48,49,64,55,31,5,87,53,89,76,FALSE
63,55,90,85,64,8,79,76,34,25,FALSE
30,83,53,89,15,49,64,8,76,5,FALSE
13,5,16,55,54,97,79,58,88,1,TRUE
72,21,92,3,46,12,39,64,97,86,TRUE
38,92,89,63,72,39,16,79,55,1,TRUE
51,87,1,88,39,49,92,21,16,73,FALSE
55,52,88,21,72,53,86,66,49,63,FALSE
39,83,31,61,10,87,76,53,63,26,FALSE
7,73,55,26,39,49,66,79,53,48,TRUE
49,58,72,91,62,45,80,1,90,65,TRUE
85,76,65,3,63,54,90,12,86,51,FALSE
79,72,73,51,83,39,64,5,80,54,TRUE
46,16,3,80,55,90,1,13,54,88,FALSE
90,13,91,62,81,49,83,33,21,63,FALSE
33,92,86,49,54,55,64,23,89,72,TRUE
65,87,52,89,63,90,51,53,88,73,TRUE
53,92,26,97,67,51,69,5,49,63,TRUE
63,16,64,65,67,53,92,49,54,26,FALSE
7,90,10,55,13,3,64,1,33,89,TRUE
52,79,39,54,65,33,86,10,62,72,FALSE
52,73,53,65,40,13,92,72,86,80,FALSE
49,63,5,21,83,89,86,73,53,13,TRUE
65,92,1,25,53,87,44,55,26,13,TRUE
92,52,48,80,65,15,73,50,55,79,FALSE
13,63,5,80,83,66,86,73,54,17,TRUE
3,86,53,72,65,49,63,92,55,16,TRUE
15,63,89,65,68,3,52,80,54,21,TRUE
92,86,55,10,49,23,72,5,80,64,TRUE
80,76,5,34,83,33,86,72,53,49,TRUE
88,1,92,46,63,97,13,86,79,67,TRUE
88,98,72,64,65,74,90,81,63,40,TRUE
83,91,17,63,98,39,97,21,81,27,TRUE
48,52,100,53,28,92,21,64,39,73,FALSE
88,55,41,15,64,21,54,79,39,76,FALSE
51,81,86,91,39,97,64,41,37,88,TRUE
86,13,88,21,54,100,91,38,32,63,FALSE
72,63,26,67,79,53,18,88,92,76,FALSE
5,63,92,49,80,88,72,21,23,79,TRUE
13,92,86,54,60,65,79,90,67,53,FALSE
79,22,90,12,53,76,64,28,86,13,FALSE
89,92,25,17,54,97,13,79,1,31,TRUE
85,79,63,34,76,65,33,86,18,51,TRUE
53,88,92,93,63,65,86,66,13,1,FALSE
33,92,89,39,15,54,58,97,73,79,TRUE
12,101,65,7,90,92,86,63,54,13,TRUE
58,64,65,10,89,1,74,55,79,66,FALSE
91,81,51,39,25,65,79,31,80,23,FALSE
71,63,61,91,90,86,54,92,51,93,TRUE
65,87,52,53,89,64,63,80,88,13,TRUE
79,27,53,66,6,67,39,55,86,88,FALSE
82,43,98,90,66,86,52,83,80,12,TRUE
16,55,8,80,79,66,76,53,73,5,FALSE
93,16,49,92,73,50,79,1,46,21,TRUE
15,53,54,88,66,79,72,97,64,49,TRUE
73,7,52,17,65,16,53,13,67,86,TRUE
55,64,85,93,18,62,88,39,63,92,FALSE
31,15,36,53,83,17,66,86,72,97,FALSE
54,39,60,92,5,21,49,88,57,72,TRUE
21,73,80,26,92,88,93,17,54,79,TRUE
77,25,79,55,23,89,92,76,64,63,FALSE
17,63,92,54,90,49,48,55,52,29,FALSE
55,86,49,92,10,75,63,80,16,54,TRUE
49,67,55,92,5,73,7,68,39,54,FALSE
65,63,67,90,86,93,64,72,73,79,FALSE
8,53,73,91,66,88,89,92,80,63,FALSE
15,55,54,3,66,7,67,13,63,92,FALSE
71,85,97,54,92,13,83,79,52,67,TRUE
15,79,85,76,48,86,67,13,55,16,TRUE
97,86,49,92,67,54,88,66,44,55,TRUE
88,93,21,63,66,8,5,49,92,56,FALSE
63,79,52,69,48,13,86,64,55,54,TRUE
79,69,46,53,66,51,86,92,17,72,TRUE
17,92,16,67,21,15,88,66,76,93,FALSE
39,88,52,72,89,83,54,76,62,86,FALSE
33,73,13,91,55,38,53,72,52,89,TRUE
53,77,49,88,92,66,12,38,86,55,TRUE
66,49,11,25,63,97,72,62,92,86,FALSE
39,64,55,54,66,80,13,51,92,86,FALSE
80,38,21,79,54,49,52,73,55,92,FALSE
72,87,38,81,91,34,13,54,52,88,FALSE
65,26,51,55,63,49,66,54,21,62,FALSE
80,13,25,79,72,89,86,92,54,76,TRUE
80,13,25,79,72,89,86,92,54,76,TRUE
66,92,55,10,49,80,38,54,21,88,TRUE
13,90,12,86,53,49,92,31,54,63,TRUE
73,49,55,86,90,1,9,89,88,79,FALSE
73,49,92,90,65,33,86,80,89,69,FALSE
49,76,3,34,83,1,38,53,86,90,TRUE
63,76,55,79,87,15,1,89,21,90,FALSE
91,67,97,53,66,33,73,76,92,62,FALSE
66,73,11,88,21,64,13,55,12,86,TRUE
55,76,64,79,10,72,52,89,21,51,FALSE
91,49,7,63,44,26,73,39,53,20,FALSE
80,89,13,52,49,63,23,9,3,14,TRUE
83,1,53,76,92,33,54,17,90,21,TRUE
66,8,88,53,73,25,39,63,49,83,TRUE
88,11,1,55,79,72,92,76,89,51,FALSE
66,72,49,91,62,79,13,1,68,7,TRUE
26,67,13,54,91,64,53,79,15,73,TRUE
63,86,65,79,34,25,72,97,62,88,TRUE
7,72,13,54,86,87,63,8,51,16,FALSE
66,88,55,54,49,80,23,79,31,51,TRUE
53,25,79,9,2,92,88,1,55,46,FALSE
3,46,62,83,34,80,76,8,86,90,FALSE
73,74,63,79,83,26,38,66,53,54,TRUE
1,51,62,79,66,92,5,10,54,88,TRUE
92,88,55,80,52,48,97,62,79,66,TRUE
12,79,69,66,90,52,88,1,9,53,FALSE
64,48,49,86,55,23,72,88,92,51,TRUE
73,67,64,55,88,3,72,65,25,56,FALSE
26,15,39,53,16,74,55,54,20,64,TRUE
66,49,11,52,21,53,73,97,64,16,FALSE
11,63,86,65,92,91,49,13,87,54,FALSE
38,72,66,88,49,79,12,65,69,53,TRUE
79,92,73,23,62,27,76,9,60,31,TRUE
16,72,39,92,62,53,48,86,88,49,TRUE
10,73,37,5,39,3,92,13,1,55,FALSE
5,1,55,83,15,25,79,8,80,76,FALSE
88,3,21,72,46,76,31,13,54,7,TRUE
86,65,48,33,73,64,39,83,89,23,FALSE
20,54,69,31,83,33,72,44,55,76,FALSE
5,54,49,90,55,86,66,1,80,38,FALSE
89,55,15,13,52,88,76,80,79,73,FALSE
41,39,55,92,64,88,72,58,53,49,TRUE
40,80,9,58,21,10,13,90,7,66,FALSE
87,13,53,88,54,86,17,21,3,49,TRUE
66,86,55,49,54,44,76,51,88,92,FALSE
12,51,55,7,90,92,88,48,53,16,TRUE
65,1,5,34,83,14,58,9,79,53,FALSE
60,58,89,87,80,63,9,5,55,83,TRUE
52,72,49,55,89,7,11,63,21,31,TRUE
97,55,5,92,73,52,88,39,21,87,TRUE
28,85,72,86,65,83,44,76,62,91,FALSE
64,8,5,55,93,52,49,62,73,79,FALSE
54,92,51,39,89,66,49,63,55,16,FALSE
25,76,88,73,21,72,86,58,13,54,TRUE
86,63,11,83,13,73,49,75,3,55,FALSE
26,67,39,65,16,79,62,73,92,54,FALSE
92,8,88,38,63,80,25,89,72,46,TRUE
5,54,39,72,92,66,73,51,63,3,FALSE
73,66,91,21,49,25,51,88,39,97,TRUE
9,73,86,21,88,87,8,65,63,16,TRUE
13,7,91,72,54,88,73,86,55,63,FALSE
86,66,54,55,13,15,51,88,80,89,TRUE
25,80,13,1,86,63,92,21,53,62,TRUE
92,8,86,49,74,17,79,88,48,53,TRUE
88,93,49,44,66,76,64,73,79,55,FALSE
17,66,52,53,73,55,49,58,89,72,FALSE
67,64,31,51,54,66,34,38,86,72,FALSE
18,63,92,25,54,66,73,62,49,75,FALSE
65,55,63,16,25,79,13,73,92,72,TRUE
92,21,16,39,48,49,86,99,91,55,TRUE
54,53,16,92,1,3,64,73,76,55,FALSE
